Exchange,Stock,Stock_Name,Sector,Market_Cap,Weight_per
ASX,WGF,Wmark Global Fund,,71023400,0.003
ASX,WGL,Wangle Technologies,Information Technology,6233660,0
ASX,WGN,Wagners HLD Company,Materials,701984000,0.033
ASX,WGX,Westgold Resources,Materials,461149000,0.022
ASX,WHA,Wattle Health Au Limited,Consumer Staples,147583000,0.007
ASX,WHC,Whitehaven Coal,Energy,5581690000,0.261
ASX,WHF,Whitefield Limited,Financials,412099000,0.019
ASX,WHFPA,Whitefield Limited 8.0% Cumulative Preference,Financials,23790,0
ASX,WHK,Whitehawk Limited,Consumer Discretionary,2484540,0
ASX,WIC,Westoz INV Limited,,153232000,0.007
ASX,WKT,Walkabout Resources,Materials,40637400,0.002
ASX,WLC,Wollongong Coal Limited,Materials,56201900,0.003
ASX,WLD,Wellard Limited,Consumer Staples,37187500,0.002
ASX,WLE,Wam Leaders Limited,,847360000,0.04
ASX,WLF,Wolf Minerals,Materials,38180800,0.002
ASX,WLL,Wellcom Group Limited,Industrials,194869000,0.009
ASX,WMC,Wonhe Multimedia,Information Technology,3039040,0
ASX,WMI,Wam Microcap Limited,,207424000,0.01
ASX,WMK,Watermark Fund Limited,,72693500,0.003
ASX,WML,Woomera Mining Limited,Materials,3843190,0
ASX,WND,Windlab Limited,Utilities,104140000,0.005
ASX,WNR,Wingara AG Limited,Consumer Staples,33108200,0.002
ASX,WNS,World.Net Services,Information Technology,700583,0
ASX,WOA,Wide Open Agricultur,Consumer Staples,5779180,0
ASX,WOF,Wolf Petroleum,Energy,7864680,0
ASX,WOR,Worleyparsons Limited,Energy,5577210000,0.261
ASX,WOW,Woolworths Group Limited,Consumer Staples,36878100000,1.728
ASX,WPG,WPG Res Limited,Materials,13609400,0.001
ASX,WPL,Woodside Petroleum,Energy,36116700000,1.692
ASX,WPP,WPP AUNZ Limited,Consumer Discretionary,732851000,0.034
ASX,WQG,WCM Global Growth,,100689000,0.005
ASX,WRLD,Beta Managed Risk GL Trading Managed Fund Units FP,,28384600,0.001
ASX,WRM,White Rock Min Limited,Materials,11455200,0.001
ASX,WRR,World Reach Limited,Information Technology,7402280,0
ASX,WSA,Western Areas Limited,Materials,727474000,0.034
ASX,WSI,Weststar Industrial,Materials,6589630,0
ASX,WTC,Wisetech Global Limited,Information Technology,6641230000,0.311
ASX,WTP,Watpac Limited,Industrials,125620000,0.006
ASX,WVOL,Ishares Edgewld Mvol ETF Units FP,,15590900,0.001
ASX,WWI,West Wits Mining Limited,Materials,10049900,0
ASX,WXHG,SPDR World Ex OZ HDG ETF Units FP,,88331500,0.004
ASX,WXOZ,SPDR World Ex OZ ETF Units FP,,186256000,0.009
ASX,WZR,Wisr Limited,Financials,27787300,0.001
ASX,XAM,Xanadu Mines Limited,Materials,84245700,0.004
ASX,XF1,Xref Limited,Information Technology,94551100,0.004
ASX,XIP,Xenith IP Group Limited,Industrials,127310000,0.006
ASX,XPD,XPD Soccer Gear Group,Consumer Discretionary,18685000,0.001
ASX,XPE,Xped Limited,Information Technology,3013660,0
ASX,XRF,XRF Scientific,Industrials,22750400,0.001
ASX,XRO,Xero Limited,Information Technology,6883820000,0.322
ASX,XST,Xstate Resources,Energy,3917450,0
ASX,XTD,XTD Limited,Consumer Discretionary,3830500,0
ASX,XTE,Xtek Limited,Industrials,19366900,0.001
ASX,XTV,XTV Networks Limited,Consumer Discretionary,9700260,0
ASX,YALDA,Yancoal Aust Limited Deferred Settlement,,5715120000,0.268
ASX,YANK,Beta Strong Usd Trading Managed Fund Units FP,,12000000,0.001
ASX,YBR,Yellow Brick Road,Financials,31070100,0.001
ASX,YMAX,Betasharesyieldmax Trading Managed Fund Units FP,Consumer Discretionary,370593000,0.017
ASX,YOJ,Yojee Limited,Information Technology,77117000,0.004
ASX,YOW,Yowie Group,Consumer Staples,26081300,0.001
ASX,YPB,YPB Group Limited,Industrials,13562900,0.001
ASX,Z1P,ZIP Co Limited,Financials,352856000,0.017
ASX,ZAM,Zamanco Minerals Limited,Materials,4066650,0
ASX,ZEL,Z Energy Limited Foreign Exempt NZX,Energy,2640000000,0.124
ASX,ZEN,Zenith Energy Limited,Utilities,67115800,0.003
ASX,ZER,ZETA Resources Limited,,83318000,0.004
ASX,ZEU,ZEUS Resources Limited,Energy,2161800,0
ASX,ZGL,ZICOM Group Limited,Industrials,17805500,0.001
ASX,ZIM,Zimplats Holding Limited 10c US,Materials,672735000,0.032
ASX,ZIP,Ziptel Limited,Telecommunication Services,2395740,0
ASX,ZLD,ZELDA Therapeutics,Health Care,37698700,0.002
ASX,ZMI,ZINC of Ireland NL,Materials,9728480,0
ASX,ZNC,Zenith Minerals Limited,Materials,24467600,0.001
ASX,ZNO,ZOONO Group Limited,Materials,5463240,0
ASX,ZNT,Zenitas Health Limited,Health Care,104899000,0.005
ASX,ZOZI,ETFSASX100 ETF Units FP,,9577260,0
ASX,ZTA,ZETA Petroleum Chess Depositary Interests 1:1,Energy,1958040,0
ASX,ZUSD,ETFs US Dollar ETF Units FP,,20608200,0.001
ASX,ZYAU,ETFs ASX300 Yield ETF Units FP,,72146200,0.003
ASX,ZYB,ZYBER Holdings Limited,Information Technology,5856840,0
ASX,ZYUS,ETFs S&P500 Yield ETF Units FP,,55582900,0.003
